autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc,,
90177,285,Sarasota            ,LIDO CASINO BEACH,4,1/8/07,10:50,3,9,FALSE,FALSE,,,ROSENOW,74,72,2,0.03,0.03,0.03,1,3,,1,2,,,,Good      ,Good      ,3.96,Good      ,265,U,1/8/07,1/8/07,15:40,E84167,U,1/8/07,1/8/07,15:40,,,,,,
90376,286,Sarasota            ,LIDO CASINO BEACH,4,1/16/07,10:50,3,9,FALSE,FALSE,,,ROSENOW,82,62,2,0,0,0,1,2,,1,2,,,,Good      ,Good      ,3.96,Good      ,265,U,1/16/07,1/16/07,15:20,E84167,U,1/16/07,1/16/07,15:20,,,,,,
90766,287,Sarasota            ,LIDO CASINO BEACH,4,1/22/07,10:50,4,20,FALSE,FALSE,,,ROSENOW,80,62,2,0.05,0.05,0.05,1,3,,1,2,,,,Good      ,Good      ,4.19,Good      ,265,,1/22/07,1/22/07,15:35,E84167,,1/22/07,1/22/07,15:35,,,,,,
91125,288,Sarasota            ,LIDO CASINO BEACH,4,1/29/07,10:41,56,9,FALSE,FALSE,,,ROSENOW,61,63,1,0,0.47,1.09,1,3,,2,1,,,,Moderate  ,Good      ,5.71,Good      ,265,,1/29/07,1/29/07,16:00,E84167,U,1/29/07,1/29/07,16:00,,,,,,
91398,289,Sarasota            ,LIDO CASINO BEACH,4,2/6/07,10:45,4,10,FALSE,FALSE,,,ROSENOW,72,62,2,0,0.04,0.86,1,2,,2,3,,,,Good      ,Good      ,6.04,Good      ,265,,2/6/07,2/6/07,15:25,E84167,,2/6/07,2/6/07,15:25,,,,,,
91616,290,Sarasota            ,LIDO CASINO BEACH,4,2/12/07,10:50,3,10,FALSE,FALSE,,,ROSENOW,64,62,3,0.76,0.76,0.76,1,1,,1,3,,,,Good      ,Good      ,6.04,Good      ,265,U,2/12/07,2/12/07,15:00,E84167,,2/12/07,2/12/07,15:00,,,,,,
92046,291,Sarasota            ,LIDO CASINO BEACH,4,2/19/07,10:55,3,9,FALSE,FALSE,,,ROSENOW,66,62,1,0,0.1,0.46,1,1,,2,2,,,,Good      ,Good      ,6.04,Good      ,265,U,2/19/07,2/19/07,16:00,E84167,U,2/19/07,2/19/07,16:00,,,,,,
92304,292,Sarasota            ,LIDO CASINO BEACH,4,2/26/07,11:00,8,9,FALSE,FALSE,,,ROSENOW,75,63,2,0.2,0.3,0.3,2,2,,1,2,,,,Good      ,Good      ,6.94,Good      ,265,,2/26/07,2/26/07,16:00,E84167,U,2/26/07,2/26/07,16:00,,,,,,
92596,293,Sarasota            ,LIDO CASINO BEACH,4,3/5/07,10:50,3,9,FALSE,FALSE,,,ROSENOW,71,67,1,0,0.05,0.05,1,1,,2,2,,,,Good      ,Good      ,3.87,Good      ,265,U,3/5/07,3/5/07,15:45,E84167,U,3/5/07,3/5/07,15:45,,,,,,
92811,294,Sarasota            ,LIDO CASINO BEACH,4,3/12/07,10:50,4,9,FALSE,FALSE,,,ROSENOW,82,69,1,0,0,0,1,2,,2,3,,,,Good      ,Good      ,3.87,Good      ,265,,3/12/07,3/12/07,16:00,E84167,U,3/12/07,3/12/07,16:00,,,,,,
93108,295,Sarasota            ,LIDO CASINO BEACH,4,3/19/07,10:45,3,10,FALSE,FALSE,,,ROSENOW,76,69,1,0,0,0.45,1,1,,2,3,,,,Good      ,Good      ,3.87,Good      ,265,U,3/19/07,3/19/07,14:06,E84167,,3/19/07,3/19/07,14:06,,,,,,
93463,296,Sarasota            ,LIDO CASINO BEACH,4,3/26/07,10:50,3,9,FALSE,FALSE,,,ROSENOW,83,71,1,0,0,0,2,3,,1,3,,,,Good      ,Good      ,3.87,Good      ,265,U,3/26/07,3/26/07,14:30,E84167,U,3/26/07,3/26/07,14:30,,,,,,
93943,297,Sarasota            ,LIDO CASINO BEACH,4,4/2/07,10:43,4,9,FALSE,FALSE,,,ROSENOW,80,75,1,0,0,0,1,1,,1,3,,,,Good      ,Good      ,3.37,Good      ,265,,4/2/07,4/2/07,14:30,E84167,U,4/2/07,4/2/07,14:30,,,,,,
94118,298,Sarasota            ,LIDO CASINO BEACH,4,4/9/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,75,71,2,0.28,0.28,0.28,1,2,,1,3,,,,Good      ,Good      ,3.37,Good      ,265,U,4/9/07,4/9/07,15:00,E84167,U,4/9/07,4/9/07,15:00,,,,,,
94409,299,Sarasota            ,LIDO CASINO BEACH,4,4/16/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,71,70,1,0,0.41,2.57,1,1,,2,1,,,,Good      ,Good      ,3.18,Good      ,265,U,4/16/07,4/16/07,14:30,E84167,U,4/16/07,4/16/07,14:30,,,,,,
94816,300,Sarasota            ,LIDO CASINO BEACH,4,4/23/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,79,72,1,0,0,0.01,1,3,,1,3,,,,Good      ,Good      ,3.18,Good      ,265,U,4/23/07,4/23/07,14:50,E84167,U,4/23/07,4/23/07,14:50,,,,,,
95017,301,Sarasota            ,LIDO CASINO BEACH,4,4/30/07,10:47,16,50,FALSE,FALSE,,,ROSENOW,87,76,1,0,0.03,0.05,2,1,,2,3,,,,Good      ,Good      ,4.44,Good      ,265,,4/30/07,4/30/07,14:45,E84167,,4/30/07,4/30/07,14:45,,,,,,
95322,302,Sarasota            ,LIDO CASINO BEACH,4,5/7/07,10:41,4,10,FALSE,FALSE,,,ROSENOW,83,76,1,0,0.01,0.01,1,2,,2,3,MODERATE SEAWEED,,,Good      ,Good      ,4.44,Good      ,265,,5/7/07,5/7/07,14:55,E84167,,5/7/07,5/7/07,14:55,,,,,,
95617,303,Sarasota            ,LIDO CASINO BEACH,4,5/14/07,10:50,16,30,FALSE,FALSE,,,ROSENOW,85,80,1,0.04,0.04,0.04,2,1,,1,3,,,,Good      ,Good      ,6.21,Good      ,265,,5/14/07,5/14/07,15:00,E84167,,5/14/07,5/14/07,15:00,,,,,,
96012,304,Sarasota            ,LIDO CASINO BEACH,4,5/21/07,10:45,4,9,FALSE,FALSE,,,ROSENOW,83,78,2,0,0,0,1,2,,1,3,,,,Good      ,Good      ,6.58,Good      ,265,,5/21/07,5/21/07,14:30,E84167,,5/21/07,5/21/07,14:30,,,,,,
96327,305,Sarasota            ,LIDO CASINO BEACH,4,5/29/07,10:50,3,10,FALSE,FALSE,,,ROSENOW,84,80,1,0,0,0,2,1,,1,3,,,,Good      ,Good      ,6.58,Good      ,265,,5/29/07,5/29/07,14:45,E84167,,5/29/07,5/29/07,14:45,,,,,,
96675,306,Sarasota            ,LIDO CASINO BEACH,4,6/4/07,11:05,3,9,FALSE,FALSE,,,ROSENOW,81,78,1,0,0,0,1,3,,2,2,,,,Good      ,Good      ,4.7,Good      ,265,U,6/4/07,6/4/07,14:45,E84167,U,6/4/07,6/4/07,14:45,,,,,,
96974,307,Sarasota            ,LIDO CASINO BEACH,4,6/11/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,84,83,1,0,0,0.42,2,2,,2,3,,,,Good      ,Good      ,4.44,Good      ,265,U,6/11/07,6/11/07,15:40,E84167,U,6/11/07,6/11/07,15:40,,,,,,
97213,308,Sarasota            ,LIDO CASINO BEACH,4,6/18/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,89,83,1,0.11,0.15,1.26,1,2,,1,2,,,,Good      ,Good      ,3.18,Good      ,265,U,6/18/07,6/18/07,14:00,E84167,U,6/18/07,6/18/07,14:00,,,,,,
97516,309,Sarasota            ,LIDO CASINO BEACH,4,6/25/07,11:50,3,9,FALSE,FALSE,,,KING,91,86,1,0,0,0,3,1,,3,3,,,,Good      ,Good      ,3,Good      ,265,U,6/25/07,6/25/07,14:30,E84167,U,6/25/07,6/25/07,14:30,,,,,,
97881,310,Sarasota            ,LIDO CASINO BEACH,4,7/2/07,12:00,20,9,FALSE,FALSE,,,KING,90,85,1,0,0.02,0.82,3,1,,2,3,,,,Good      ,Good      ,4.38,Good      ,265,,7/2/07,7/2/07,15:10,E84167,U,7/2/07,7/2/07,15:10,,,,,,
98170,311,Sarasota            ,LIDO CASINO BEACH,4,7/9/07,10:50,4,180,FALSE,FALSE,,,ROSENOW,92,86,1,0,0,0.02,2,2,,1,2,,,,Good      ,Good      ,4.64,Good      ,265,,7/9/07,7/9/07,15:30,E84167,,7/9/07,7/9/07,15:30,,,,,,
98470,312,Sarasota            ,LIDO CASINO BEACH,4,7/16/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,95,90,1,1.66,1.66,1.66,1,3,,1,3,,,,Good      ,Good      ,4.64,Good      ,265,U,7/16/07,7/16/07,15:00,E84167,U,7/16/07,7/16/07,15:00,,,,,,
98832,313,Sarasota            ,LIDO CASINO BEACH,4,7/23/07,10:45,24,60,FALSE,FALSE,,,ROSENOW,83,86,2,0.7,3.67,4.03,2,1,,1,2,,,,Good      ,Good      ,7.04,Good      ,265,,7/23/07,7/23/07,15:30,E84167,,7/23/07,7/23/07,15:30,,,,,,
99137,314,Sarasota            ,LIDO CASINO BEACH,4,7/30/07,10:44,124,170,TRUE,FALSE,,,ROSENOW,90,87,2,0.17,0.21,0.54,1,1,,2,1,,,,Poor      ,Good      ,14.82,Good      ,265,,7/30/07,7/30/07,15:00,E84167,,7/30/07,7/30/07,15:00,,,,,,
99290,314,Sarasota            ,LIDO CASINO BEACH,4,8/1/07,10:45,3,0,FALSE,FALSE,,,ROSENOW,85,87,2,0.37,0.92,0.96,1,2,,1,2,,Resample_1  ,46:23.6,Good      ,N/A       ,11.35,Good      ,265,U,8/1/07,8/1/07,15:30,E84167,,,,,,,,,,
99465,315,Sarasota            ,LIDO CASINO BEACH,4,8/6/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,89,86,1,0,0,1.7,2,2,,2,3,,,,Good      ,Good      ,8.28,Good      ,265,U,8/6/07,8/6/07,15:05,E84167,U,8/6/07,8/6/07,15:05,,,,,,
99726,316,Sarasota            ,LIDO CASINO BEACH,4,8/13/07,10:45,3,130,FALSE,FALSE,,,ROSENOW,90,89,1,0.06,1.14,1.95,1,1,,1,3,,,,Good      ,Good      ,7.89,Good      ,265,U,8/13/07,8/13/07,15:30,E84167,,8/13/07,8/13/07,15:30,,,,,,
100040,317,Sarasota            ,LIDO CASINO BEACH,4,8/20/07,10:40,3,10,FALSE,FALSE,,,ROSENOW,92,88,1,0,0.01,0.61,2,3,,1,3,,,,Good      ,Good      ,7.89,Good      ,265,U,8/20/07,8/20/07,14:50,E84167,,8/20/07,8/20/07,14:50,,,,,,
100353,318,Sarasota            ,LIDO CASINO BEACH,4,8/27/07,10:40,4,10,FALSE,FALSE,,,ROSENOW,95,88,1,0,0.13,0.45,1,1,,1,3,,,,Good      ,Good      ,5.85,Good      ,265,,8/27/07,8/27/07,14:40,E84167,,8/27/07,8/27/07,14:40,,,,,,
100689,319,Sarasota            ,LIDO CASINO BEACH,4,9/4/07,10:40,3,10,FALSE,FALSE,,,ROSENOW,93,89,1,0,0.33,0.79,2,2,,1,3,,,,Good      ,Good      ,3.18,Good      ,265,U,9/4/07,9/4/07,15:15,E84167,,9/4/07,9/4/07,15:15,,,,,,
100983,320,Sarasota            ,LIDO CASINO BEACH,4,9/10/07,10:55,92,60,FALSE,FALSE,,,ROSENOW,79,84,2,0.01,0.48,0.93,1,1,,1,2,,,,Moderate  ,Good      ,6.3,Good      ,265,,9/10/07,9/10/07,14:10,E84167,,9/10/07,9/10/07,14:10,,,,,,
101342,321,Sarasota            ,LIDO CASINO BEACH,4,9/17/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,88,87,1,0.03,0.78,1.04,3,3,,1,3,,,,Good      ,Good      ,6.3,Good      ,265,U,9/17/07,9/17/07,15:00,E84167,U,9/17/07,9/17/07,15:00,,,,,,
101706,322,Sarasota            ,LIDO CASINO BEACH,4,9/24/07,10:45,12,130,FALSE,FALSE,,,ROSENOW,85,83,2,0.2,0.67,2.41,2,1,,1,3,,,,Good      ,Good      ,8.31,Good      ,265,,9/24/07,9/24/07,14:30,E84167,,9/24/07,9/24/07,14:30,,,,,,
101930,323,Sarasota            ,LIDO CASINO BEACH,4,10/1/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,88,83,1,0,0.07,0.63,2,3,,2,3,,,,Good      ,Good      ,7.85,Good      ,265,U,10/1/07,10/1/07,14:45,E84167,U,10/1/07,10/1/07,14:45,,,,,,
102249,324,Sarasota            ,LIDO CASINO BEACH,4,10/8/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,88,83,1,0,0.34,2.23,2,1,,1,3,,,,Good      ,Good      ,7.85,Good      ,265,U,10/8/07,10/8/07,14:25,E84167,U,10/8/07,10/8/07,14:25,,,,,,
102587,325,Sarasota            ,LIDO CASINO BEACH,4,10/15/07,10:40,3,9,FALSE,FALSE,,,POUSO,87,81,1,0,0,0,1,3,,1,3,,,,Good      ,Good      ,3.96,Good      ,265,U,10/15/07,10/15/07,15:10,E84167,U,10/15/07,10/15/07,15:10,,,,,,
102867,326,Sarasota            ,LIDO CASINO BEACH,4,10/22/07,10:40,12,10,FALSE,FALSE,,,ROSENOW,88,81,2,0,0.71,0.73,2,1,,1,2,,,,Good      ,Good      ,5.22,Good      ,265,,10/22/07,10/22/07,14:45,E84167,,10/22/07,10/22/07,14:45,,,,,,
103142,327,Sarasota            ,LIDO CASINO BEACH,4,10/29/07,10:50,3,9,FALSE,FALSE,,,ROSENOW,81,78,2,0,0.31,3.18,1,3,,2,3,,,,Good      ,Good      ,3.96,Good      ,265,U,10/29/07,10/29/07,15:05,E84167,U,10/29/07,10/29/07,15:05,,,,,,
103451,328,Sarasota            ,LIDO CASINO BEACH,4,11/5/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,77,73,1,0,0,0.01,2,1,,2,3,,,,Good      ,Good      ,3.96,Good      ,265,U,11/5/07,11/5/07,15:05,E84167,U,11/5/07,11/5/07,15:05,,,,,,
103893,329,Sarasota            ,LIDO CASINO BEACH,4,11/13/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,84,69,1,0,0,0,3,3,,1,3,,,,Good      ,Good      ,3.96,Good      ,265,U,11/13/07,11/13/07,14:35,E84167,U,11/13/07,11/13/07,14:35,,,,,,
104089,330,Sarasota            ,LIDO CASINO BEACH,4,11/19/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,77,68,1,0,0,0,3,3,,1,3,,,,Good      ,Good      ,3.96,Good      ,265,U,11/19/07,11/19/07,14:40,E84167,U,11/19/07,11/19/07,14:40,,,,,,
104364,331,Sarasota            ,LIDO CASINO BEACH,4,11/26/07,10:40,3,10,FALSE,FALSE,,,ROSENOW,79,67,1,0,0.05,0.16,2,3,,1,2,,,,Good      ,Good      ,3,Good      ,265,U,11/26/07,11/26/07,14:40,E84167,,11/26/07,11/26/07,14:40,,,,,,
104793,332,Sarasota            ,LIDO CASINO BEACH,4,12/3/07,10:50,3,9,FALSE,FALSE,,,ROSENOW,75,71,1,0,0,0,3,3,,1,3,,,,Good      ,Good      ,3,Good      ,265,U,12/3/07,12/3/07,15:25,E84167,U,12/3/07,12/3/07,15:25,,,,,,
105099,333,Sarasota            ,LIDO CASINO BEACH,4,12/10/07,10:45,3,9,FALSE,FALSE,,,ROSENOW,77,70,1,0,0,0.19,1,1,,1,3,,,,Good      ,Good      ,3,Good      ,265,U,12/10/07,12/10/07,14:40,E84167,U,12/10/07,12/10/07,14:40,,,,,,
105307,334,Sarasota            ,LIDO CASINO BEACH,4,12/17/07,10:00,4,10,FALSE,FALSE,,,ROSENOW,53,71,1,0.09,0.4,0.49,3,1,,1,1,,,,Good      ,Good      ,3.18,Good      ,265,,12/17/07,12/17/07,14:55,E84167,,12/17/07,12/17/07,14:55,,,,,,
105593,335,Sarasota            ,LIDO CASINO BEACH,4,12/24/07,10:45,60,9,FALSE,FALSE,,,ROSENOW,71,69,2,0,0.39,0.39,2,2,,2,2,,,,Moderate  ,Good      ,5.79,Good      ,265,,12/24/07,12/24/07,14:15,E84167,U,12/24/07,12/24/07,14:15,,,,,,
105838,336,Sarasota            ,LIDO CASINO BEACH,4,12/31/07,10:45,16,10,FALSE,FALSE,,,6ROSENOW,74,70,2,0.01,0.01,0.01,3,2,,1,2,,,,Good      ,Good      ,8.09,Good      ,265,,12/31/07,12/31/07,15:30,E84167,,12/31/07,12/31/07,15:30,,,,,,
106452,337,Sarasota,LIDO CASINO BEACH,4,1/7/08,10:45,16,9,FALSE,FALSE,,,ROSENOW,70,63,1,0,0,0,3,3,,3,3,,,,Good,Good,11.3,Good,265,,1/7/08,1/7/08,14:45,E84167,U,1/7/08,1/7/08,14:45,,,,,,
106589,338,Sarasota,LIDO CASINO BEACH,4,1/14/08,10:45,3,9,FALSE,FALSE,,,ROSENOW,69,64,1,0.01,0.07,0.08,3,3,,2,2,,,,Good,Good,11.3,Good,265,U,1/14/08,1/14/08,15:00,E84167,U,1/14/08,1/14/08,15:00,,,,,,
106859,339,Sarasota,LIDO CASINO BEACH,4,1/22/08,10:40,3,9,FALSE,FALSE,,,ROSENOW,77,64,1,0.4,1.06,1.65,2,2,,1,3,,,,Good,Good,10.67,Good,265,U,1/22/08,1/22/08,15:45,E84167,U,1/22/08,1/22/08,15:45,,,,,,
107194,340,Sarasota,LIDO CASINO BEACH,4,1/28/08,10:45,4,9,FALSE,FALSE,,,ROSENOW,57,62,1,0.04,0.09,0.88,3,3,,2,2,,,,Good,Good,6.21,Good,265,,1/28/08,1/28/08,13:13,E84167,U,1/28/08,1/28/08,13:13,,,,,,
107595,341,Sarasota,LIDO CASINO BEACH,4,2/4/08,10:45,3,9,FALSE,FALSE,,,ROSENOW,72,62,1,0,0,0,2,2,,1,3,,,,Good,Good,4.44,Good,265,U,2/4/08,2/4/08,14:12,E84167,U,2/4/08,2/4/08,14:12,,,,,,
107928,342,Sarasota,LIDO CASINO BEACH,4,2/11/08,10:50,20,9,FALSE,FALSE,,,ROSENOW,72,66,1,0.09,0.27,0.63,3,3,,1,3,,,,Good,Good,4.64,Good,265,U,2/11/08,2/11/08,16:15,E84167,U,2/11/08,2/11/08,16:15,,,,,,
108318,343,Sarasota,LIDO CASINO BEACH,4,2/18/08,10:45,3,10,FALSE,FALSE,,,ROSENOW,80,68,2,0.23,0.42,0.72,3,1,,1,2,,,,Good,Good,4.64,Good,265,U,2/18/08,2/18/08,14:10,E84167,,2/18/08,2/18/08,14:10,,,,,,
108496,344,Sarasota,LIDO CASINO BEACH,4,2/25/08,11:34,12,9,FALSE,FALSE,,,KING,78,71,1,0.1,0.3,0.7,3,3,,1,3,,,,Good,Good,6.13,Good,265,,2/25/07,2/25/08,14:50,E84167,U,2/25/07,2/25/08,14:50,,,,,,
108962,345,Sarasota,LIDO CASINO BEACH,4,3/3/08,10:50,3,9,FALSE,FALSE,,,ROSENOW,72,68,1,0.15,0.37,0.8,3,1,,1,2,,,,Good,Good,5.79,Good,265,U,3/3/08,3/3/08,14:45,E84167,U,3/3/08,3/3/08,14:45,,,,,,
109136,346,Sarasota,LIDO CASINO BEACH,4,3/10/08,10:47,3,10,FALSE,FALSE,,,ROSENOW,70,67,2,0,0.23,0.67,2,2,,1,3,,,,Good,Good,5.79,Good,265,U,3/10/08,3/10/08,15:00,E84167,,3/10/08,3/10/08,15:00,,,,,,
109566,347,Sarasota,LIDO CASINO BEACH,4,3/17/08,10:15,4,9,FALSE,FALSE,,,ROSENOW,79,72,1,0.23,0.45,1.05,2,1,,1,3,,,,Good,Good,4.19,Good,265,,3/17/08,3/17/08,14:30,E84167,U,3/17/08,3/17/08,14:30,,,,,,
109769,348,Sarasota,LIDO CASINO BEACH,4,3/24/08,10:00,3,9,FALSE,FALSE,,,ROSENOW,65,71,1,0.02,0.24,0.68,2,2,,2,2,,,,Good,Good,4.19,Good,265,U,3/24/08,3/24/08,14:10,E84167,U,3/24/08,3/24/08,14:10,,,,,,
110246,349,Sarasota,LIDO CASINO BEACH,4,3/31/08,11:34,3,9,FALSE,FALSE,,,KING,75,70,1,0.09,0.27,0.67,3,3,,3,3,,,,Good,Good,3.18,Good,265,U,3/31/08,3/31/08,14:30,E84167,U,3/31/08,3/31/08,14:30,,,,,,
110578,350,Sarasota,LIDO CASINO BEACH,4,4/7/08,9:45,4,9,FALSE,FALSE,,,ROSENOW,79,77,1,0.7,0.7,1.3,2,2,,1,3,,,,Good,Good,3.37,Good,265,,4/7/08,4/7/08,14:24,E84167,U,4/7/08,4/7/08,14:24,,,,,,
110845,351,Sarasota,LIDO CASINO BEACH,4,4/14/08,10:15,3,9,FALSE,FALSE,,,ROSENOW,77,78,2,0,0,2,3,1,,2,2,,,,Good,Good,3.37,Good,265,U,4/14/08,4/14/08,13:50,E84167,U,4/14/08,4/14/08,13:50,,,,,,
111201,352,Sarasota,LIDO CASINO BEACH,4,4/21/08,10:53,12,9,FALSE,FALSE,,,KING,80,78,1,0,0,0,3,1,,1,3,,,,Good,Good,4.19,Good,265,,4/21/08,4/21/08,14:13,E84167,U,4/21/08,4/21/08,14:13,,,,,,
111481,353,Sarasota,LIDO CASINO BEACH,4,4/28/08,11:01,4,9,FALSE,FALSE,,,KING,75,77,1,0.05,0.15,0.35,3,3,,1,2,,,,Good,Good,4.44,Good,265,,4/28/08,4/28/08,13:55,E84167,U,4/28/08,4/28/08,13:55,,,,,,
111732,354,Sarasota,LIDO CASINO BEACH,4,5/5/08,10:30,3,9,FALSE,FALSE,,,ROSENOW,80,76,1,0,0.1,0.3,2,1,,2,3,,,,Good,Good,4.44,Good,265,U,5/5/08,5/5/08,14:00,E84167,U,5/5/08,5/5/08,14:00,,,,,,
112046,355,Sarasota,LIDO CASINO BEACH,4,5/12/08,10:25,4,9,FALSE,FALSE,,,ROSENOW,81,78,2,0.07,0.19,0.41,3,1,,2,1,,,,Good,Good,4.44,Good,265,,5/12/08,5/12/08,14:30,E84167,U,5/12/08,5/12/08,14:30,,,,,,
112415,356,Sarasota,LIDO CASINO BEACH,4,5/20/08,9:45,24,40,FALSE,FALSE,,,ROSENOW,84,80,2,1.4,1.4,1.4,2,1,,1,1,,,,Good,Good,6.73,Good,265,,5/20/08,5/20/08,14:05,E84167,,5/20/08,5/20/08,14:05,,,,,,
112677,357,Sarasota,LIDO CASINO BEACH,4,5/26/08,9:55,20,9,FALSE,FALSE,,,ROSENOW,83,83,2,0,0,1.2,1,1,,1,3,,,,Good,Good,7.46,Good,265,,5/26/08,5/26/08,13:50,E84167,U,5/26/08,5/26/08,13:50,,,,,,
113017,358,Sarasota,LIDO CASINO BEACH,4,6/2/08,10:15,3,9,FALSE,FALSE,,,ROSENOW,84,84,1,0,0,0,3,1,,1,2,,,,Good,Good,7.04,Good,265,U,6/2/08,6/2/08,14:00,E84167,U,6/2/08,6/2/08,14:00,,,,,,
113340,359,Sarasota,LIDO CASINO BEACH,4,6/9/08,9:50,3,9,FALSE,FALSE,,,Rosenow,87,87,1,0.08,0.15,0.15,3,3,,1,3,,,,Good,Good,7.04,Good,265,U,6/9/08,6/9/08,14:15,E84167,U,6/9/08,6/9/08,14:15,,,,,,
113617,360,Sarasota,LIDO CASINO BEACH,4,6/16/08,9:45,4,10,FALSE,FALSE,,,ROSENOW,87,87,2,0.2,0.3,0.6,3,1,,1,3,,,,Good,Good,7.04,Good,265,,6/16/08,6/16/08,14:15,E84167,,6/16/08,6/16/08,14:15,,,,,,
113733,361,Sarasota,LIDO CASINO BEACH,4,6/23/08,9:50,3,9,FALSE,FALSE,,,ROSENOW,87,87,1,0.28,0.82,1.89,1,1,,2,2,,,,Good,Good,4.64,Good,265,U,6/23/08,6/23/08,13:50,E84167,U,6/23/08,6/23/08,13:50,,,,,,
114121,362,Sarasota,LIDO CASINO BEACH,4,6/30/08,9:50,32,40,FALSE,FALSE,,,ROSENOW,88,87,2,0,0,1.64,3,1,,1,2,,,,Good,Good,5.1,Good,265,,6/30/08,6/30/08,13:50,E84167,,6/30/08,6/30/08,13:50,,,,,,
114498,363,Sarasota,LIDO CASINO BEACH,4,7/7/08,9:50,3,9,FALSE,FALSE,,,ROSENOW,87,87,2,1.58,1.58,1.85,3,3,,1,3,,,,Good,Good,5.1,Good,265,U,7/7/08,7/7/08,13:30,E84167,U,7/7/08,7/7/08,13:30,,,,,,
114883,364,Sarasota,LIDO CASINO BEACH,4,7/14/08,9:45,84,210,FALSE,FALSE,,,ROSENOW,87,87,2,0,0.31,1.12,3,1,,2,2,,,,Moderate,Moderate,9.93,Good,265,,7/14/08,7/14/08,13:20,E84167,,7/14/08,7/14/08,13:20,,,,,,
115086,365,Sarasota,LIDO CASINO BEACH,4,7/21/08,12:03,3,9,FALSE,FALSE,,,KING,87,86,1,0,0,1.6,3,3,,3,3,,,,Good,Good,9.38,Good,265,U,7/21/08,7/21/08,14:05,E84167,U,7/21/08,7/21/08,14:05,,,,,,
115576,366,Sarasota,LIDO CASINO BEACH,4,7/28/08,10:50,3,9,FALSE,FALSE,,,KING,82,87,2,0,0,0.08,3,1,,1,3,,,,Good,Good,9.38,Good,265,U,7/28/08,7/28/08,13:50,E84167,U,7/28/08,7/28/08,13:50,,,,,,
115774,367,Sarasota,LIDO CASINO BEACH,4,8/4/08,9:50,3,9,FALSE,FALSE,,,ROSENOW,90,89,1,0.05,0.05,0.63,3,3,,1,2,,,,Good,Good,5.84,Good,265,U,8/4/08,8/4/08,14:10,E84167,U,8/4/08,8/4/08,14:10,,,,,,
116163,368,Sarasota,LIDO CASINO BEACH,4,8/11/08,9:50,4,9,FALSE,FALSE,,,ROSENOW,87,87,1,0,0.48,0.98,3,1,,1,2,,,,Good,Good,6.19,Good,265,,8/11/08,8/11/08,14:20,E84167,U,8/11/08,8/11/08,14:20,,,,,,
116317,369,Sarasota,LIDO CASINO BEACH,4,8/18/08,9:40,3,9,FALSE,FALSE,,,ROSENOW,88,86,1,0,0.56,1.54,3,3,,1,3,,,,Good,Good,3.18,Good,265,U,8/18/08,8/18/08,14:50,E84167,U,8/18/08,8/18/08,14:50,,,,,,
116753,370,Sarasota,LIDO CASINO BEACH,4,8/25/08,10:45,3,9,FALSE,FALSE,,,KING,83,84,1,0.19,0.86,0.97,3,3,,2,3,,,,Good,Good,3.18,Good,265,U,8/25/08,8/25/08,14:15,E84167,U,8/25/08,8/25/08,14:15,,,,,,
117065,371,Sarasota,LIDO CASINO BEACH,4,9/2/08,9:55,3,9,FALSE,FALSE,,,ROSENOW,88,86,2,0.01,0.49,0.78,1,1,,1,2,,,,Good,Good,3.18,Good,265,U,9/2/08,9/2/08,14:50,E84167,U,9/2/08,9/2/08,14:50,,,,,,
117278,372,Sarasota,LIDO CASINO BEACH,4,9/8/08,9:40,8,9,FALSE,FALSE,,,ROSENOW,86,86,2,0,0,0,1,2,,1,3,,,,Good,Good,3.87,Good,265,,9/8/08,9/8/08,14:30,E84167,U,9/8/08,9/8/08,14:30,,,,,,
117739,373,Sarasota,LIDO CASINO BEACH,4,9/15/08,9:45,3,10,FALSE,FALSE,,,ROSENOW,86,86,1,0,0,2.61,2,2,,2,3,,,,Good,Good,3.65,Good,265,U,9/15/08,9/15/08,15:00,E84167,,9/15/08,9/15/08,15:00,,,,,,
