autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc
90023,285,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,1/8/07,11:50,10,30,FALSE,FALSE,,,TStripling,71.8,73.3,3,0,0,1.91,2,3,,1,2,,,,Good      ,Good      ,12.39,Good      ,161,,7010223,1/8/07,13:25,E84167,,7010223,1/8/07,13:25,,,,
90398,286,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,1/16/07,11:05,9,9,FALSE,FALSE,,,TStripling,76.4,68.7,1,0,0,0,2,2,,1,3,,,,Good      ,Good      ,12.39,Good      ,161,U,7010488,1/16/07,12:50,E84167,U,7010488,1/16/07,12:50,,,,
90589,287,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,1/22/07,11:40,9,10,FALSE,FALSE,,,TStripling,74.2,68.8,1,0,0,0,2,2,,1,1,,,,Good      ,Good      ,12.39,Good      ,161,U,7010641,1/22/07,13:10,E84167,,7010641,1/22/07,13:10,,,,
90920,288,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,1/29/07,12:15,10,9,FALSE,FALSE,,,TStripling,50.5,62.1,1,0,0.53,1.29,2,3,,2,1,,,,Good      ,Good      ,9.39,Good      ,161,,7010831,1/29/07,13:00,E84167,U,7010831,1/29/07,13:00,,,,
91379,289,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,2/6/07,11:50,9,9,FALSE,FALSE,,,TStripling,54.6,58.8,1,0,0.03,0.49,2,3,,2,3,,,,Good      ,Good      ,9.39,Good      ,161,U,7020115,2/6/07,12:40,E84167,U,7020115,2/6/07,12:40,,,,
91577,290,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,2/12/07,12:15,9,9,FALSE,FALSE,,,TStripling,63.1,63.8,2,0.22,0.22,0.22,2,2,,1,3,,,,Good      ,Good      ,9.19,Good      ,161,U,7020320,2/12/07,15:00,E84167,U,7020320,2/12/07,15:00,,,,
91959,291,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,2/20/07,12:10,9,9,FALSE,FALSE,,,TStripling,68.7,60.4,1,0,0.12,0.47,2,3,,1,3,,,,Good      ,Good      ,9.19,Good      ,161,U,7020254,2/20/07,14:10,E84167,U,7020254,2/20/07,14:10,,,,
92256,292,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,2/26/07,12:10,9,9,FALSE,FALSE,,,TStripling,68.7,66.2,2,0.04,0.04,0.04,2,1,,1,1,,,,Good      ,Good      ,9.19,Good      ,161,U,7020704,2/26/07,13:10,E84167,U,7020704,2/26/07,13:10,,,,
92502,293,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,3/5/07,11:55,9,9,FALSE,FALSE,,,TStripling,59.7,62.6,1,0,0.05,0.09,2,2,,2,2,,,,Good      ,Good      ,9,Good      ,161,U,7030085,3/5/07,13:30,E84167,U,7030085,3/5/07,13:30,,,,
92842,294,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,3/12/07,11:40,9,9,FALSE,FALSE,,,TStripling,78.2,68.3,1,0,0,0,2,2,,1,3,,,,Good      ,Good      ,9,Good      ,161,U,7030356,3/12/07,14:30,E84167,U,7030356,3/12/07,14:30,,,,
93145,295,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,3/19/07,11:35,9,9,FALSE,FALSE,,,TStripling,66.8,66.4,1,0,0.42,0.42,2,2,,1,3,,,,Good      ,Good      ,9,Good      ,161,U,7030601,3/19/07,13:30,E84167,U,7030601,3/19/07,13:30,,,,
93517,296,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,3/26/07,11:40,9,9,FALSE,FALSE,,,TStripling,77.2,69.9,1,0,0,0,2,2,,1,3,,,,Good      ,Good      ,9,Good      ,161,U,70301818,3/28/07,13:40,E84167,U,7020818,3/28/07,13:40,,,,
93736,297,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,4/2/07,10:45,30,9,FALSE,FALSE,,,TStripling,73.1,72.6,1,0,0,0,2,2,,1,2,,,,Good      ,Good      ,11.45,Good      ,161,,7040012,4/2/07,12:30,E84167,U,7040012,4/2/07,12:30,,,,
94026,298,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,4/9/07,11:45,10,9,FALSE,FALSE,,,TStripling,67.1,68.3,2,0,0,0,2,2,,1,3,,,,Good      ,Good      ,11.69,Good      ,161,,7040266,4/9/07,13:00,E84167,U,7040266,4/9/07,13:00,,,,
94336,299,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,4/16/07,11:30,9,10,FALSE,FALSE,,,TStripling,62.1,67.8,1,0.17,0.17,2.44,2,2,,2,1,,,,Good      ,Good      ,11.69,Good      ,161,U,7040516,4/16/07,13:20,E84167,,7040516,4/16/07,13:20,,,,
94665,300,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,4/23/07,10:35,9,9,FALSE,FALSE,,,TStripling,75.5,69.3,1,0,0,0.01,2,2,,1,2,,,,Good      ,Good      ,11.69,Good      ,161,U,7040715,4/23/07,14:00,E84167,U,7040715,4/23/07,14:00,,,,
94980,301,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,4/30/07,11:05,9,9,FALSE,FALSE,,,TStripling,82.3,76.2,1,0,0,0,2,1,,2,3,,,,Good      ,Good      ,11.69,Good      ,161,U,7040925,4/30/07,13:15,E84167,U,7040925,4/30/07,13:15,,,,
95257,302,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,5/7/07,11:20,9,9,FALSE,FALSE,,,TStripling,76.8,78.4,1,0,0,0,2,2,,2,2,,,,Good      ,Good      ,9.19,Good      ,161,U,7050233,5/7/07,14:00,E84167,U,7050233,5/7/07,14:00,,,,
95730,303,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,5/15/07,11:30,9,9,FALSE,FALSE,,,HRoese,86.3,77.1,1,0,0,0,1,2,,1,2,,,,Good      ,Good      ,9,Good      ,161,U,7050485,5/15/07,12:45,E84167,U,7050485,5/15/07,12:45,,,,
95970,304,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,5/21/07,11:45,9,9,FALSE,FALSE,,,TStripling,84.2,77.6,1,0,0,0.18,2,1,,1,2,,,,Good      ,Good      ,9,Good      ,161,U,7050643,5/21/07,13:00,E84167,U,7050643,5/21/07,13:00,,,,
96196,305,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,5/29/07,11:45,9,9,FALSE,FALSE,,,TStripling,83.3,78.8,1,0,0,0,2,1,,1,3,,,,Good      ,Good      ,9,Good      ,161,U,7050942,5/29/07,12:30,E84167,U,7050942,5/29/07,12:30,,,,
96523,306,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,6/4/07,11:15,30,10,FALSE,FALSE,,,TStripling,80.4,78.3,2,0,1.76,1.76,2,2,,2,1,,,,Good      ,Good      ,11.45,Good      ,161,,7060051,6/4/07,13:00,E84167,,7060051,6/4/07,13:00,,,,
96827,307,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,6/11/07,11:55,9,9,FALSE,FALSE,,,TStripling,86.2,85,1,0,0.01,0.01,1,2,,2,3,,,,Good      ,Good      ,11.45,Good      ,161,U,7060263,6/11/07,13:40,E84167,U,7060263,6/11/07,13:40,,,,
97164,308,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,6/18/07,12:00,10,20,FALSE,FALSE,,,TStripling,84.6,84.2,1,0.14,0.18,1.03,2,1,,1,2,,,,Good      ,Good      ,11.69,Good      ,161,,7060451,6/18/07,14:00,E84167,,7060451,6/18/07,14:00,,,,
97664,309,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,6/25/07,11:35,9,9,FALSE,FALSE,,,TStripling,89.8,86.7,1,0,0,0.06,1,1,,2,3,,,,Good      ,Good      ,11.69,Good      ,161,U,7060640,6/25/07,13:00,E84167,U,7060640,6/25/07,13:00,,,,
97833,310,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,7/2/07,11:25,20,20,FALSE,FALSE,,,B Peterson,80,86,1,0.01,0.03,0.26,2,2,,2,2,,,,Good      ,Good      ,13.72,Good      ,161,,7070019,7/2/07,13:00,E84167,,7070019,7/2/07,13:00,,,,
98156,311,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,7/9/07,11:20,9,9,FALSE,FALSE,,,TStripling,89.8,87.6,1,0,0.31,0.37,1,2,,2,2,,,,Good      ,Good      ,10.78,Good      ,161,U,7070238,7/9/07,13:00,E84167,U,7070238,7/9/07,13:00,,,,
98492,312,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,7/16/07,11:45,9,9,FALSE,FALSE,,,B Peterson,84.2,90.2,1,0,0,0.4,1,2,,3,2,,,,Good      ,Good      ,10.78,Good      ,161,U,7070464,7/16/07,14:00,E84167,U,7070464,7/16/07,14:00,,,,
98798,313,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,7/23/07,12:05,9,9,FALSE,FALSE,,,TStripling,79.9,86.4,2,0.01,1.03,4.65,1,2,,1,2,,,,Good      ,Good      ,10.56,Good      ,161,U,7070659,7/23/07,13:45,E84167,U,7070659,7/23/07,13:45,,,,
99268,314,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,7/30/07,11:55,9,9,FALSE,FALSE,,,TStripling,81.8,87,2,0.41,0.41,1.43,3,1,,2,1,,,,Good      ,Good      ,10.56,Good      ,161,U,7070873,7/30/07,12:50,E84167,U,7070873,7/30/07,12:50,,,,
99384,315,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,8/6/07,11:50,9,9,FALSE,FALSE,,,TStripling,88.1,89.2,1,0,0,1.97,1,3,,2,2,,,,Good      ,Good      ,9,Good      ,161,U,7080161,8/6/07,13:05,E84167,,7080161,8/6/07,13:05,,,,
99875,316,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,8/13/07,12:00,90,140,FALSE,FALSE,,,Brett Peterson,83,88.5,1,1.19,2.36,2.94,2,2,,1,2,,,,Moderate  ,Good      ,14.26,Good      ,161,,7080390,8/13/07,14:30,E84167,,7080390,8/13/07,14:30,,,,
99977,317,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,8/20/07,11:20,10,9,FALSE,FALSE,,,TStripling,90.1,87.6,1,0,0.07,0.79,1,3,,1,2,,,,Good      ,Good      ,14.57,Good      ,161,,7080614,8/20/07,12:50,E84167,U,7080614,8/20/07,12:50,,,,
100264,318,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,8/27/07,11:00,10,20,FALSE,FALSE,,,TStripling,89.4,86.7,1,0.14,1.43,1.44,2,2,,1,2,,,,Good      ,Good      ,14.88,Good      ,161,,7080848,8/27/07,12:15,E84167,,7080848,8/27/07,12:15,,,,
100621,319,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,9/4/07,11:40,9,9,FALSE,FALSE,,,TStripling,89.4,88.2,1,0,1.63,1.74,1,3,,2,3,,,,Good      ,Good      ,14.88,Good      ,161,U,7090042,9/4/07,12:45,E84167,U,7090042,9/4/07,12:45,,,,
101130,320,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,9/10/07,11:20,260,330,TRUE,FALSE,,,TStripling,78.8,84.2,2,0.2,0.44,0.46,2,1,,1,1,,,,Poor      ,Moderate  ,29.15,Good      ,161,,7090293,9/10/07,12:00,E84167,,7090293,9/10/07,12:00,,,,
101135,320,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,9/12/07,10:20,9,0,FALSE,FALSE,,,TStripling,87.2,85.2,1,0,0.2,0.46,2,3,,1,3,,Resample_1  ,51:03.8,Good      ,N/A       ,23.97,Good      ,161,U,7090375,9/12/07,11:15,E84167,,,,,,,,
101262,321,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,9/17/07,11:10,9,9,FALSE,FALSE,,,TStripling,84.8,86.6,1,0.43,0.43,0.53,3,3,,2,3,,,,Good      ,Good      ,16.33,Good      ,161,U,7090515,9/17/07,12:25,E84167,U,7090515,9/17/07,12:25,,,,
101699,322,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,9/24/07,11:05,9,10,FALSE,FALSE,,,TStripling,87.6,82.2,1,0.29,1.72,3.07,3,1,,2,3,,,,Good      ,Good      ,16.05,Good      ,161,U,7090756,9/24/07,12:10,E84167,,7090756,9/24/07,12:10,,,,
101952,323,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,10/1/07,11:35,9,9,FALSE,FALSE,,,TStripling,84.2,81.1,1,0,0.01,0.7,3,3,,2,2,,,,Good      ,Good      ,15.77,Good      ,161,U,7100006,10/1/07,12:10,E84167,U,7100006,10/1/07,12:10,,,,
102207,324,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,10/8/07,11:30,50,310,FALSE,FALSE,,,TStripling,85.6,82,1,0.35,0.5,2.44,3,1,,1,3,,,,Moderate  ,Moderate  ,20.98,Good      ,161,,7100266,10/8/07,12:20,E84167,,7100266,10/8/07,12:20,,,,
102504,325,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,10/15/07,11:50,9,9,FALSE,FALSE,,,TStripling,87.5,83,1,0,0,0,3,3,,1,2,,,,Good      ,Good      ,12.68,Good      ,161,U,7100463,10/15/07,12:55,E84167,U,7100463,10/15/07,12:55,,,,
102913,326,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,10/22/07,11:20,9,9,FALSE,FALSE,,,TStripling,83.1,81.3,1,0.08,0.21,0.21,2,1,,1,2,,,,Good      ,Good      ,12.68,Good      ,161,U,7100643,10/22/07,12:20,E84167,U,7100643,10/22/07,12:20,,,,
103235,327,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,10/29/07,11:40,9,10,FALSE,FALSE,,,TStripling,79.5,76.7,1,2.33,2.33,2.54,3,3,,2,2,,,,Good      ,Good      ,12.68,Good      ,161,U,7100857,10/29/07,13:15,E84167,,7100857,10/29/07,13:15,,,,
103531,328,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,11/5/07,11:35,9,9,FALSE,FALSE,,,TStripling,76.8,73.2,1,0,0,0.03,1,1,,2,1,,,,Good      ,Good      ,12.68,Good      ,161,U,7110111,11/5/07,12:45,E84167,U,7110111,11/5/07,12:45,,,,
103750,329,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,11/13/07,11:20,9,9,FALSE,FALSE,,,TStripling,78.4,70.6,1,0,0,0,2,3,,2,3,,,,Good      ,Good      ,9,Good      ,161,U,7110343,11/13/07,12:20,E84167,U,7110343,11/13/07,12:20,,,,
104253,330,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,11/19/07,15:00,20,10,FALSE,FALSE,,,Brett Peterson,75,70,1,0,0,0.1,3,3,,2,3,,,,Good      ,Good      ,10.56,Good      ,161,,7110521,11/19/07,16:15,E84167,,7110521,11/19/07,16:15,,,,
104542,331,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,11/27/07,11:45,9,9,FALSE,FALSE,,,TStripling,78.7,72.1,1,0,0,0.16,2,3,,2,2,,,,Good      ,Good      ,10.56,Good      ,161,U,7110671,11/27/07,13:00,E84167,U,7110671,11/27/07,13:00,,,,
104681,332,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,12/3/07,12:15,9,9,FALSE,FALSE,,,TStripling,76.8,73.2,1,0,0,0,1,2,,1,3,,,,Good      ,Good      ,10.56,Good      ,161,U,7120041,12/3/07,13:00,E84167,U,7120041,12/3/07,13:00,,,,
104971,333,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,12/10/07,11:50,9,9,FALSE,FALSE,,,TStripling,79.8,71.2,1,0,0,0,2,3,,1,3,,,,Good      ,Good      ,10.56,Good      ,161,U,7120266,12/10/07,12:50,E84167,U,7120266,12/10/07,12:50,,,,
105290,334,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,12/17/07,11:50,20,40,FALSE,FALSE,,,TStripling,47.8,66.8,1,0.09,0.13,0.13,3,3,,2,1,,,,Good      ,Good      ,12.39,Good      ,161,,7120454,12/17/07,12:50,E84167,,7120454,12/17/07,12:50,,,,
105588,335,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,12/24/07,11:35,9,9,FALSE,FALSE,,,TStripling,72.1,68.7,1,0.01,0.34,0.34,2,3,,2,2,,,,Good      ,Good      ,10.56,Good      ,161,U,7120613,12/24/07,12:45,E84167,U,7120613,12/24/07,12:45,,,,
105983,336,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/2/08,12:40,9,9,FALSE,FALSE,,,TStripling,47.8,61.5,1,0.01,0.03,0.03,2,3,,2,1,,,,Good,Good,10.56,Good,161,U,8010028,1/3/08,13:45,E84167,U,8010028,1/3/08,13:45,,,,
106192,337,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/7/08,12:15,9,9,FALSE,FALSE,,,TStripling,77.4,63.4,1,0,0,0.03,2,2,,1,3,,,,Good,Good,10.56,Good,161,U,8010145,1/7/08,13:15,E84167,U,8010145,1/7/08,13:15,,,,
106808,338,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/14/08,11:55,9,20,FALSE,FALSE,,,TStripling,58.6,62.9,1,0.02,0.17,0.17,1,3,,2,2,,,,Good,Good,10.56,Good,161,U,8010364,1/14/08,12:54,E84167,,8010364,1/14/08,12:54,,,,
106916,339,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/22/08,11:55,9,9,FALSE,FALSE,,,TStripling,77.5,63.6,1,0,0.61,1.19,2,3,,1,3,,,,Good,Good,9,Good,161,U,8010570,1/22/08,13:24,E84167,U,8010570,1/22/08,13:24,,,,
107336,340,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/29/08,11:55,9,9,FALSE,FALSE,,,TStripling,67.9,61.8,1,0,0.07,0.71,2,2,,1,2,,,,Good,Good,9,Good,161,U,8010766,1/29/08,12:55,E84167,U,8010766,1/29/08,12:55,,,,
107515,341,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/4/08,12:15,9,9,FALSE,FALSE,,,TStripling,74.7,67.2,1,0,0,0,2,3,,1,3,,,,Good,Good,9,Good,161,U,8020036,2/4/08,13:15,E84167,U,8020036,2/4/08,13:15,,,,
107809,342,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/11/08,11:45,9,9,FALSE,FALSE,,,TStripling,74.3,65.4,1,0,0.38,0.38,2,3,,1,3,,,,Good,Good,9,Good,161,U,8020257,2/11/08,13:17,E84167,U,8020257,2/11/08,13:17,,,,
108117,343,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/18/08,10:10,10,20,FALSE,FALSE,,,TStripling,69.9,68.4,2,0,0,0.91,2,3,,1,2,,,,Good,Good,9.19,Good,161,,8020498,2/18/08,11:50,E84167,,8020498,2/18/08,11:50,,,,
108486,344,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/25/08,11:40,30,10,FALSE,FALSE,,,TStripling,74.2,71.6,1,0,0.01,0.01,2,2,,1,3,,,,Good,Good,11.69,Good,161,,8020710,2/25/08,12:44,E84167,,8020710,2/25/08,12:44,,,,
108741,345,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/3/08,11:40,9,9,FALSE,FALSE,,,TStripling,79.6,66.4,1,0,0,0.04,2,3,,1,2,,,,Good,Good,11.69,Good,161,U,8030028,3/3/08,12:40,E84167,U,8030028,3/3/08,12:40,,,,
109166,346,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/10/08,12:10,9,9,FALSE,FALSE,,,TStripling,71.1,65.5,1,0,0.54,0.66,2,3,,1,3,,,,Good,Good,11.69,Good,161,U,8030248,3/10/08,13:30,E84167,U,8030248,3/10/08,13:30,,,,
109385,347,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/17/08,11:15,9,9,FALSE,FALSE,,,TStripling,73.1,68.8,1,0,0.15,0.41,2,3,,1,2,,,,Good,Good,11.69,Good,161,U,8030460,3/17/08,12:40,E84167,U,8030460,3/17/08,12:40,,,,
109929,348,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/24/08,12:15,9,9,FALSE,FALSE,,,H. Roese,65.2,69.3,1,0,1.14,1.45,2,2,,2,1,,,,Good,Good,11.45,Good,161,U,8030633,3/24/08,13:20,E84167,U,8030633,3/24/08,13:20,,,,
110046,349,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/31/08,12:10,9,9,FALSE,FALSE,,,TStripling,81.1,71.7,1,0,0,0,2,2,,1,3,,,,Good,Good,9,Good,161,U,8030811,3/31/08,13:00,E84167,U,8030811,3/31/08,13:00,,,,
110532,350,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/8/08,12:15,20,9,FALSE,FALSE,,,TStripling,81,76.2,1,0,2.06,2.32,2,2,,1,2,,,,Good,Good,10.56,Good,161,,8040217,4/8/08,14:13,E84167,U,8040217,4/8/08,14:13,,,,
110644,351,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/14/08,10:55,9,9,FALSE,FALSE,,,TStripling,64.8,71.3,2,0,0,0,2,2,,2,1,,,,Good,Good,10.56,Good,161,U,8040385,4/14/08,12:10,E84167,U,8040385,4/14/08,12:10,,,,
111131,352,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/21/08,11:40,9,20,FALSE,FALSE,,,TStripling,74.7,72.4,1,0,0,0,2,1,,2,2,,,,Good,Good,10.56,Good,161,U,8040559,4/21/08,13:30,E84167,,8040559,4/21/08,13:30,,,,
111239,353,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/28/08,12:00,9,9,FALSE,FALSE,,,TStripling,79.8,77.1,1,0,0,0,2,2,,1,2,,,,Good,Good,10.56,Good,161,U,8040747,4/28/08,13:10,E84167,U,8040747,4/28/08,13:10,,,,
111555,354,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/5/08,11:35,9,9,FALSE,FALSE,,,TStripling,79.3,78.2,1,0,0,0,2,1,,2,2,,,,Good,Good,10.56,Good,161,U,8050098,5/5/08,13:15,E84167,U,8050098,5/5/08,13:15,,,,
111874,355,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/12/08,11:50,9,9,FALSE,FALSE,,,TStripling,80.2,79.1,1,0,0,0.02,2,1,,2,1,,,,Good,Good,9,Good,161,U,8050342,5/12/08,13:40,E84167,U,8050342,5/12/08,13:40,,,,
112196,356,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/19/08,11:45,9,9,FALSE,FALSE,,,TStripling,75.8,79.9,3,0,0,0.31,2,1,,1,2,,,,Good,Good,9,Good,161,U,8050541,5/19/08,12:25,E84167,U,8050541,5/19/08,12:25,,,,
112480,357,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/27/08,12:00,9,9,FALSE,FALSE,,,TStripling,84.1,79.9,1,0,0,1.38,1,1,,1,3,,,,Good,Good,9,Good,161,U,8050752,5/27/08,13:17,E84167,U,8050752,5/27/08,13:17,,,,
113044,358,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/2/08,11:30,9,9,FALSE,FALSE,,,TStripling,87.4,86.8,1,0,0,0,2,1,,2,2,,,,Good,Good,9,Good,161,U,8060018,6/2/08,12:40,E84167,U,8060018,6/2/08,12:40,,,,
113291,359,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/9/08,12:45,9,9,FALSE,FALSE,,,Brett Peterson,82,84,1,0.78,0.89,0.94,3,3,,1,2,,,,Good,Good,9,Good,161,U,8060269,6/9/08,16:00,E84167,U,8060269,6/9/08,16:00,,,,
113640,360,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/16/08,11:50,9,9,FALSE,FALSE,,,TStripling,86.7,87.3,1,0,0.82,3.97,3,1,,1,2,,,,Good,Good,9,Good,161,U,8060448,6/16/08,12:35,E84167,U,8060448,6/16/08,12:35,,,,
113927,361,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/23/08,10:50,9,9,FALSE,FALSE,,,Tstripling,83.9,85.1,1,0.11,2.06,3,1,2,,1,3,,,,Good,Good,9,Good,161,U,8060650,6/23/08,11:45,E84167,U,8060650,6/23/08,11:45,,,,
114187,362,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/30/08,11:35,9,9,FALSE,FALSE,,,TStripling,87.7,86.2,1,0,1.57,2.21,1,2,,1,2,,,,Good,Good,9,Good,161,U,8060831,6/30/08,12:40,E84167,U,8060831,6/30/08,12:40,,,,
114494,363,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/7/08,11:40,9,9,FALSE,FALSE,,,TStripling,88.2,85.7,1,0.82,0.82,2.18,1,3,,2,2,,,,Good,Good,9,Good,161,U,8070170,7/7/08,13:00,E84167,U,8070170,7/7/08,13:00,,,,
114766,364,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/14/08,13:00,9,9,FALSE,FALSE,,,TStripling,84.6,85.9,2,1.23,2.22,3.32,1,2,,2,1,,,,Good,Good,9,Good,161,U,8070423,7/14/08,13:50,E84167,U,8070423,7/14/08,13:50,,,,
115061,365,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/21/08,11:10,9,10,FALSE,FALSE,,,TStripling,90.2,87.6,1,0.02,0.02,0.73,1,2,,1,3,,,,Good,Good,9,Good,161,U,8070594,7/21/08,12:45,E84167,,8070594,7/21/08,12:45,,,,
115638,366,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/28/08,11:40,9,9,FALSE,FALSE,,,TStripling,78.3,86.3,2,0,0.54,2.75,1,1,,1,2,,,,Good,Good,9,Good,161,U,8070808,7/28/08,12:40,E84167,U,8070808,7/28/08,12:40,,,,
115694,367,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/4/08,11:25,10,9,FALSE,FALSE,,,TStripling,86.8,86.1,1,1.43,1.43,1.93,1,3,,1,1,,,,Good,Good,9.19,Good,161,,8080064,8/4/08,13:10,E84167,U,8080064,8/4/08,13:10,,,,
115998,368,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/11/08,11:30,9,9,FALSE,FALSE,,,TStripling,89.1,86.1,1,0.1,1.19,2.83,1,1,,2,2,,,,Good,Good,9.19,Good,161,U,8080326,8/11/08,12:25,E84167,U,8080326,8/11/08,12:25,,,,
116367,369,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/18/08,13:35,9,9,FALSE,FALSE,,,TStripling,90.8,87.1,1,0,0.86,1.51,2,1,,2,2,,,,Good,Good,9.19,Good,161,U,8080552,8/18/08,15:45,E84167,U,8080552,8/18/08,15:45,,,,
116596,370,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/25/08,11:25,9,9,FALSE,FALSE,,,TStripling,83.8,83.6,1,0.92,1.28,1.33,1,2,,1,2,,,,Good,Good,9.19,Good,161,U,8080743,8/25/08,13:05,E84167,U,8080743,8/25/08,13:05,,,,
